Unnamed: 0,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
715,Chianti Classico 2016,3.8,2951,14.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Castello di Albola,Italian Chianti,13.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",41.72,53.25,2.49,62.62
716,Gavi 2020,4.0,158,16.49,Italy / Northern Italy / Piemonte / Gavi,Picollo Ernesto,Italian Gavi,12.5,100 Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",17.93,46.29526972,9.05,79.05
717,Anthìlia 2021,3.8,443,17.07,Italy / Southern Italy / Terre Siciliane / Sicilia,Donnafugata,Southern Italy White,12.5,100 Ansonica,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",58.82,46.29526972,10.06,38.92
718,Barbera d'Alba Aves 2017,4.1,250,32.0,Italy / Northern Italy / Piemonte / Barbera d'Alba,Comm. G.B. Burlotto,Italian Barbera,14.0,100 Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",55.69,24.43,18.25,67.35
719,Botonero Nebbiolo 2020,4.0,191,18.69,Italy / Northern Italy / Lombardia / Terrazze Retiche di Sondrio,Mamete Prevostini,Italian Nebbiolo,13.5,Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",57.87,65.2,3.67,70.72
720,Barbera del Monferrato 2020,3.9,156,18.99,Italy / Northern Italy / Piemonte / Barbera del Monferrato,Ercole,Italian Barbera,12.5,100 Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",52.61,23.22,0.32,67.59
723,Uvaggio 2016,4.1,293,35.99,Italy / Northern Italy / Piemonte / Coste della Sesia,Proprieta Sperino,Italian Nebbiolo,13.5,100 Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",59.94,58.31,10.41,57.28
724,Jungano Aglianico Paestum 2016,4.1,466,32.99,Italy / Southern Italy / Campania / Paestum,San Salvatore,Southern Italy Red,14.5,100 Aglianico,"['Beef', 'Pasta', 'Lamb']",81.96,47.65,22.89,32.1
726,Colle Maggio Montepulciano d'Abruzzo 2016,3.9,421,16.99,Italy / Central Italy / Abruzzo / Montepulciano d'Abruzzo,Torre Zambra,Italian Montepulciano d'Abruzzo,14.0,100 Montepulciano,"['Beef', 'Pasta', 'Veal', 'Pork']",42.06,42.11,8.49,61.7
728,Falanghina Campi Flegrei 2019,3.9,72,23.4,Italy / Southern Italy / Campania / Campi Flegrei,La Sibilla,Southern Italy White,12.0,100 Falanghina,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",55.63,46.29526972,5.48,38.36
731,Pinot Grigio Alto Adige 2019,4.1,448,24.56,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Santa Margherita,Northern Italy Pinot Grigio,12.5,100 Pinot Gris,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",41.81,46.29526972,10.07,42.61
734,Chianti Classico Riserva 2010,3.8,514,24.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Castello di Querceto,Italian Chianti,13.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",43.6,56.39,2.27,63.92
735,Amarone della Valpolicella Classico 2015,4.3,3080,45.0,Italy / Northern Italy / Veneto / Valpolicella / Amarone della Valpolicella / Amarone della Valpolicella Classico,Domini Veneti,Italian Amarone,16.0,"70 Corvina, 15 Rondinella, 15 Corvinone","['Beef', 'Lamb', 'Game (deer, venison)', 'Blue cheese']",84.17,28.45,47.19,26.83
738,Pinot Bianco 2015,3.8,36,25.99,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Villa Russiz,Northern Italy Pinot Blanc,14.0,100 Pinot Blanc,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",41.56,46.29526972,9.05,59.44
741,Morellino di Scansano 2020,3.8,218,19.99,Italy / Central Italy / Toscana / Morellino di Scansano,Ghiaccio Forte,Tuscan Red,14.5,Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.86,46.64,9.28,48.38
742,Tanca Farra Alghero 2016,3.9,413,30.0,Italy / Southern Italy / Sardegna / Alghero,Sella & Mosca,Southern Italy Red,13.5,"Cabernet Sauvignon, Cannonau","['Beef', 'Pasta', 'Lamb']",79.29,43.51,23.1,28.57
745,Il Borgo Toscana 2016,4.2,1258,42.99,Italy / Central Italy / Toscana,Cabreo,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",52.32,42.98,10.12,45.31
747,Black N.V.,3.9,8679,11.99,Italy / Northern Italy / Piemonte / Brachetto d'Acqui,Stella Rosa,Northern Italy Red,5.5,100 Brachetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",63.1,38.24,48.28,19.75
748,Don Luigi Riserva 2016,4.3,324,38.5,Italy / Southern Italy / Molise,Di Majo Norante,Southern Italy Red,15.5,100 Montepulciano,"['Beef', 'Pasta', 'Lamb']",84.26,48.08,29.05,30.45
749,Conegliano-Valdobbiadene Prosecco Superiore Brut N.V.,3.8,188,19.99,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco,Sanfeletto,Italian Prosecco,11.5,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",24.39,46.29526972,9.05,65.13
751,Spaccaforno Eloro 2015,3.8,42,25.67,Italy / Southern Italy / Terre Siciliane / Eloro,Riofavara,Southern Italy Red,14.5,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",82.23,44.75,24.54,30.4
752,Mimmo 2017,3.9,237,28.5,Italy / Northern Italy / Piemonte / Boca,Le Piane,Northern Italy Red,13.5,"Nebbiolo, Croatina, Vespolina","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",59.22,43.71,14.72,38.59
755,Cedro Chianti Rufina 2019,3.8,61,23.9,Italy / Central Italy / Toscana / Chianti / Chianti Rùfina,Fattoria Lavacchio,Italian Chianti,13.5,"Sangiovese, Canaiolo Nero, Canaiolo Blanco","['Beef', 'Veal', 'Poultry']",43.33,60.53,5.37,66.2
756,Frappato (di Vittoria) 2021,4.1,340,29.99,Italy / Southern Italy / Terre Siciliane,COS,Southern Italy Red,12.0,100 Frappato,"['Beef', 'Pasta', 'Lamb']",69.04,39.71,22.65,38.9
757,Pinot Grigio Alto Adige 2019,4.1,448,24.56,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Santa Margherita,Northern Italy Pinot Grigio,12.5,100 Pinot Gris,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",41.81,46.29526972,10.07,42.61
758,Valdobbiadene Prosecco Superiore N.V.,4.2,228,29.91,Italy / Northern Italy / Veneto / Prosecco / Conegliano-Valdobbiadene Prosecco / Conegliano-Valdobbiadene Prosecco Superiore,Della Vite,Italian Prosecco,11.5,Glera (Prosecco),"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",20.54,46.29526972,9.05,66.33
759,Vitiano Rosso 2018,3.8,422,15.99,Italy / Central Italy / Umbria,Falesco,Central Italy Red,14.0,"34 Sangiovese, 33 Cabernet Sauvignon, 33 Merlot","['Beef', 'Pasta', 'Veal', 'Poultry']",45.43,38.6,6.74,45.37
760,Campaccio 2016,4.1,342,38.0,Italy / Central Italy / Toscana,Terrabianca,Tuscan Red,13.5,"Sangiovese, Cabernet Sauvignon","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",48.45,39.62,3.46,45.58
761,Etna Rosso 2020,4.0,109,29.99,Italy / Southern Italy / Terre Siciliane / Etna,Graci,Southern Italy Red,14.0,100 Nerello Mascalese,"['Beef', 'Pasta', 'Lamb']",75.82,47.14,19.0,37.27
763,Etna Calderara Sottana Rosso 2019,4.1,151,69.0,Italy / Southern Italy / Terre Siciliane / Etna,Tenuta delle Terre Nere,Southern Italy Red,14.5,"98 Nerello Mascalese, 2 Nerello Cappuccio","['Beef', 'Pasta', 'Lamb']",74.28,45.32,22.09,35.84
764,Barbaresco 2018,4.0,289,39.75,Italy / Northern Italy / Piemonte / Barbaresco,La Ca' Növa,Italian Barbaresco,14.5,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",62.59,73.93,1.69,85.0
765,Terre di San Leonardo 2016,3.8,1237,21.99,Italy / Northern Italy / Trentino-Alto Adige / Vigneti delle Dolomiti,San Leonardo,Northern Italy Red,13.0,"Cabernet Sauvignon, Merlot, Carménère","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",59.31,42.16,16.44,35.0
766,Albe Barolo 2012,3.9,1595,37.4,Italy / Northern Italy / Piemonte / Barolo,G.D. Vajra,Italian Barolo,14.0,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",63.46,79.47,2.16,85.0
769,Syltbar Il Concerto N.V.,4.1,755,35.0,Italy / Northern Italy / Veneto / Prosecco,San Simone,Italian Prosecco,11.5,100 Glera,"['Shellfish', 'Vegetarian', 'Appetizers and snacks', 'Aperitif', 'Cured Meat']",18.85,46.29526972,9.05,65.93
773,Pinot Grigio Ramato 2020,4.0,62,17.95,Italy / Northern Italy / Friuli-Venezia Giulia / Friuli,Sun Goddess,Northern Italy Pinot Grigio,12.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",40.66,46.29526972,11.69,42.41
775,12 e Mezzo Malvasia del Salento 2018,3.9,878,13.0,Italy / Southern Italy / Puglia / Salento,Varvaglione,Southern Italy White,12.5,100 Malvasia,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",59.34,46.29526972,19.13,28.67
776,Sourgal Moscato d'Asti 2018,4.1,246,17.99,Italy / Northern Italy / Piemonte / Moscato d'Asti,Elio Perrone,Italian Moscato d'Asti,5.0,100 Moscato Bianco,"['Fruity desserts', 'Aperitif']",30.09,46.29526972,9.05,34.72
779,Chianti Classico 2019,3.9,2453,24.56,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Castellare,Italian Chianti,13.5,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",44.61,56.6,5.71,64.55
780,Verdicchio di Matelica Vigneto Fogliano 2019,4.0,151,27.99,Italy / Central Italy / Marche / Verdicchio di Matelica,Bisci,Central Italy White,14.0,100 Verdicchio,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",48.31,46.29526972,19.77,67.5
783,Etna Bianco 2017,3.8,495,29.99,Italy / Southern Italy / Terre Siciliane / Etna,Tenuta delle Terre Nere,Southern Italy White,13.0,100 Carricante,"['Shellfish', 'Vegetarian', 'Appetizers and snacks']",61.01,46.29526972,3.92,37.25
784,Maremma Toscana Mongrana 2017,4.0,873,20.99,Italy / Central Italy / Toscana / Maremma Toscana,Querciabella,Tuscan Red,13.5,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",47.84,42.26,6.72,46.64
794,Barbera d'Alba Conca Tre Pile 2019,3.9,26,29.99,Italy / Northern Italy / Piemonte / Barbera d'Alba,Aldo Conterno,Italian Barbera,14.5,Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",56.16,25.44,9.64,64.86
795,Salina Rosso 2016,3.8,134,24.99,Italy / Southern Italy / Terre Siciliane / Salina,Colosi,Southern Italy Red,14.0,"Nerello Mascalese, Nerello Cappuccio","['Beef', 'Pasta', 'Lamb']",76.64,37.93,25.13,32.69
799,Lumà Nero d'Avola 2020,4.1,1024,20.42,Italy / Southern Italy / Terre Siciliane,Cellaro,Southern Italy Red,13.5,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",76.83,37.03,30.18,28.71
800,Rosso di Montalcino Ginestreto 2015,3.9,137,34.94,Italy / Central Italy / Toscana / Rosso di Montalcino,Fuligni,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",45.69,43.72,2.84,50.21
802,Claré J.C. 2021,3.8,58,22.99,Italy / Northern Italy / Piemonte / Langhe,G.D. Vajra,Italian Nebbiolo,13.5,100 Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",53.99,77.44,4.4,85.0
803,Jesera Pinot Grigio 2019,4.1,132,21.99,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Venica & Venica,Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",45.94,46.29526972,13.58,38.1
804,Tenuta Guado al Tasso Il Bruciato Bolgheri 2018,4.2,7676,25.0,Italy / Central Italy / Toscana / Bolgheri,Antinori,Italian Bolgheri,13.0,100 Cabernet Sauvignon,"['Beef', 'Pasta', 'Lamb', 'Veal', 'Game (deer, venison)']",66.68,62.8,9.54,52.8
805,Arneis Langhe 2021,3.9,122,23.99,Italy / Northern Italy / Piemonte / Langhe,Cordero di Montezemolo,Northern Italy White,13.5,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",58.54,46.29526972,21.19,51.55
806,Rosso di Valtellina 2017,3.9,584,36.95,Italy / Northern Italy / Lombardia / Valtellina,ARPEPE,Italian Nebbiolo,13.0,100 Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",54.06,76.69,2.39,83.59
807,Bricco Quaglia Moscato d'Asti 2020,4.1,1009,19.99,Italy / Northern Italy / Piemonte / Moscato d'Asti,La Spinetta,Italian Moscato d'Asti,5.0,100 Moscato,"['Fruity desserts', 'Aperitif']",30.95,46.29526972,9.05,36.71
810,Jesera Pinot Grigio 2020,4.1,326,23.1,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Venica & Venica,Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",45.94,46.29526972,13.58,38.1
817,Vignalparco Chianti Classico Riserva 2016,4.1,180,29.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Casa Emma,Italian Chianti,14.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",49.31,60.14,9.05,66.55
818,Cervidoni Rosso Piceno 2019,4.0,49,20.98,Italy / Central Italy / Marche / Rosso Piceno,Tenuta di Tavignano,Central Italy Red,13.5,Pinot Noir,"['Beef', 'Pasta', 'Veal', 'Poultry']",48.19,42.0,3.21,42.59
821,Sauvignon 2021,3.9,40,20.3,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Erste+Neue,Northern Italy White,13.5,Sauvignon Blanc,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",54.92,46.29526972,23.3,57.33
822,Sul Vulcano Etna Rosso 2019,3.9,264,35.0,Italy / Southern Italy / Terre Siciliane / Etna,Donnafugata,Southern Italy Red,14.0,100 Nerello Mascalese,"['Beef', 'Pasta', 'Lamb']",64.94,43.28,17.14,46.64
823,PassioneSentimento Rosso 2017,3.9,1626,14.99,Italy / Northern Italy / Veneto,Pasqua Vigneti e Cantine,Northern Italy Red,14.0,Corvina,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",64.43,34.06,22.89,23.63
825,Tre 2018,3.8,1638,16.95,Italy / Central Italy / Toscana,Brancaia,Tuscan Red,13.5,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",45.79,40.63,5.11,47.49
827,Neromora Aglianico 2015,3.9,441,17.95,Italy / Southern Italy / Campania / Irpinia,Vinosia,Southern Italy Red,13.5,100 Aglianico,"['Beef', 'Pasta', 'Lamb']",77.55,45.65,28.65,27.42
829,Punggl Pinot Grigio 2019,4.1,146,22.0,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Nals Margreid,Northern Italy Pinot Grigio,14.0,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",45.05,46.29526972,15.09,42.68
830,Langhe Bianco 'Dragon' 2020,4.1,266,25.99,Italy / Northern Italy / Piemonte / Langhe,Luigi Baudana,Northern Italy White,14.0,100 Chardonnay,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",63.57,46.29526972,21.67,54.47
831,La Rocca Gavi 2018,3.8,212,16.99,Italy / Northern Italy / Piemonte / Gavi,Coppo,Italian Gavi,13.2,100 Cortese,"['Pasta', 'Shellfish', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",18.14,46.29526972,9.05,76.59
832,Foradori - Teroldego 2018,3.9,1405,29.0,Italy / Northern Italy / Trentino-Alto Adige / Vigneti delle Dolomiti,Foradori,Northern Italy Red,12.5,100 Teroldego,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",59.65,40.71,14.37,37.97
836,Barbera d'Alba Trevigne 2016,3.8,357,28.99,Italy / Northern Italy / Piemonte / Barbera d'Alba,Domenico Clerico,Italian Barbera,14.5,100 Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",55.6,26.52,10.67,64.88
838,Maremma Toscana Le Sughere di Frassinello 2016,4.1,1165,21.49,Italy / Central Italy / Toscana / Maremma Toscana,Rocca di Frassinello,Tuscan Red,14.5,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",51.87,43.72,7.72,45.85
839,Rubeno Lagrein 2021,3.9,79,27.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Andrian,Northern Italy Red,13.5,100 Lagrein,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",60.95,37.98,18.63,29.62
840,Talis Pinot Bianco 2018,4.1,94,28.0,Italy / Northern Italy / Friuli-Venezia Giulia / Collio,Venica & Venica,Northern Italy Pinot Blanc,13.5,100 Pinot Blanc,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",43.72,46.29526972,9.05,58.43
841,Arneis Roero Tistin 2021,4.0,67,31.99,Italy / Northern Italy / Piemonte / Roero,Abbona,Northern Italy White,13.5,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",55.0,46.29526972,19.81,47.46
842,Brunello di Montalcino 2017,4.2,315,59.99,Italy / Central Italy / Toscana / Brunello di Montalcino,Camigliano,Italian Brunello,15.0,100 Sangiovese,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",46.69,55.59,3.94,61.22
843,Vigna Lagnusa Nero d'Avola 2016,3.8,569,22.99,Italy / Southern Italy / Terre Siciliane / Sicilia,Feudo Montoni,Southern Italy Red,13.5,100 Nero d'Avola,"['Beef', 'Pasta', 'Lamb']",78.77,42.68,25.29,34.12
844,Pinot Bianco Moriz 2021,3.8,58,23.22,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Tramin,Northern Italy Pinot Blanc,13.5,Weissburgunder,"['Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",41.2,46.29526972,3.07,59.99
845,Villa Nozzole Chianti Classico 2017,3.9,351,17.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Tenuta di Nozzole,Italian Chianti,13.6,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",45.07,54.94,5.61,62.36
846,Tradition Pinot Grigio 2018,3.9,881,19.99,Italy / Northern Italy / Trentino-Alto Adige / Südtirol - Alto Adige,Terlan (Terlano),Northern Italy Pinot Grigio,13.5,100 Pinot Grigio,"['Shellfish', 'Vegetarian', 'Mushrooms', 'Aperitif']",42.88,46.29526972,9.05,53.555
847,Nobile di Montepulciano 2018,3.9,921,21.99,Italy / Central Italy / Toscana / Vino Nobile di Montepulciano,Salcheto,Italian Vino Nobile Di Montepulciano,13.5,100 Sangiovese,"['Beef', 'Game (deer, venison)', 'Poultry']",53.05,57.25,3.41,66.08
850,Pian delle Vigne Rosso di Montalcino 2020,4.0,266,28.99,Italy / Central Italy / Toscana / Rosso di Montalcino,Antinori,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",46.28,41.0,8.31,45.01
851,UNLITRO 2020,3.8,976,21.99,Italy / Central Italy / Toscana / Costa Toscana,Ampeleia,Tuscan Red,12.0,Mourvedre,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",35.84,39.25,7.29,51.43
852,Ca' de' Rocchi Valpolicella Ripasso Superiore Monterè 2018,4.2,1937,18.98,Italy / Northern Italy / Veneto / Valpolicella / Valpolicella Ripasso,Tinazzi,Italian Ripasso,14.0,"60 Corvina, 20 Rondinella, 20 Molinara","['Beef', 'Veal', 'Game (deer, venison)']",66.93,34.86,30.06,21.99
854,Rossese di Dolceacqua 2020,3.9,42,28.99,Italy / Northern Italy / Liguria / Dolceacqua,Maccario Dringenberg,Northern Italy Red,13.5,100 Rossese,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",51.56,38.53,12.27,47.53
855,Barbera d'Asti Lavignone 2020,3.9,1187,20.99,Italy / Northern Italy / Piemonte / Barbera d'Asti,Pico Maccario,Italian Barbera,13.5,100 Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",54.4,21.91,7.91,62.09
857,Modus Toscana 2018,4.2,685,24.99,Italy / Central Italy / Toscana,Ruffino,Tuscan Red,15.0,"50 Sangiovese, 25 Cabernet Sauvignon, 25 Merlot","['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",51.99,42.88,6.36,44.94
858,Chianti Cetamura 2020,3.8,74,14.99,Italy / Central Italy / Toscana / Chianti,Coltibuono,Italian Chianti,12.5,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",41.6,58.98,0.1,66.42
859,Irrosso 2019,3.9,273,22.99,Italy / Central Italy / Toscana / Sant'Antimo,Casanova di Neri,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",49.25,43.04,8.78,47.86
861,Rosso di Montalcino (Casato Prime Donne) 2019,4.0,97,32.33,Italy / Central Italy / Toscana / Rosso di Montalcino,Donatella Cinelli Colombini,Tuscan Red,14.0,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",44.3,41.54,5.81,48.18
862,Tenuta San Giovanni Valdisanti 2012,4.1,1098,30.98,Italy / Central Italy / Toscana,Tolaini,Tuscan Red,13.5,100 Sangiovese,"['Beef', 'Lamb', 'Veal', 'Poultry', 'Cured Meat']",52.03,42.61,4.43,45.23
863,Symposio 2014,3.9,148,29.0,Italy / Southern Italy / Terre Siciliane,Principi di Butera,Southern Italy Red,14.0,"Cabernet Sauvignon, Merlot, Petit Verdot","['Beef', 'Pasta', 'Lamb']",82.36,44.2,30.65,28.12
864,Carema Riserva 2016,4.0,220,32.0,Italy / Northern Italy / Piemonte / Carema,Nebbiolo di Carema,Italian Nebbiolo,13.5,100 Nebbiolo,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",53.27,73.44,1.78,76.3
866,Famiglia Zingarelli Chianti Classico Riserva 2013,3.8,814,22.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Rocca delle Macìe,Italian Chianti,14.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",45.15,56.77,5.14,65.12
867,Dolcetto d’Alba 2017,3.9,526,24.99,Italy / Northern Italy / Piemonte,Bruno Giacosa,Northern Italy Red,13.5,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",60.68,44.24,17.09,30.24
869,Filetta di Lamole Chianti Classico 2018,3.9,113,39.94,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Fontodi,Italian Chianti,14.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",43.71,59.8,9.05,53.555
870,Alta Mora Etna Rosso 2017,3.9,1337,31.99,Italy / Southern Italy / Terre Siciliane / Etna,Cusumano,Southern Italy Red,13.5,100 Nerello Mascalese,"['Beef', 'Pasta', 'Lamb']",70.74,46.03,20.68,40.61
871,Barbera d'Asti Superiore Tre Roveri 2018,4.1,132,27.99,Italy / Northern Italy / Piemonte / Barbera d'Asti,Pico Maccario,Italian Barbera,14.5,100 Barbera,"['Pasta', 'Veal', 'Pork', 'Game (deer, venison)', 'Poultry']",58.57,22.38,9.05,60.92
872,Cannonau di Sardegna 2020,4.0,52,29.44,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Antonella Corda,Sardinian Cannonau,14.0,100 Cannonau,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",56.14,39.7,6.63,46.38
873,Berardenga Chianti Classico 2019,3.8,1821,25.99,Italy / Central Italy / Toscana / Chianti / Chianti Classico,Fèlsina,Italian Chianti,13.0,100 Sangiovese,"['Beef', 'Veal', 'Poultry']",45.08,59.27,6.24,64.85
879,Madonna del Dono Dolcetto d'Alba 2017,3.8,476,29.99,Italy / Northern Italy / Piemonte / Dolcetto d'Alba,Marchesi di Barolo,Northern Italy Red,13.5,100 Dolcetto,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",62.38,40.72,17.28,31.05
882,Merlot - Cabernet Sauvignon Brentino 2016,3.8,412,15.99,Italy / Northern Italy / Veneto / Breganze,Maculan,Northern Italy Red,13.5,"55 Merlot, 45 Cabernet Sauvignon","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",61.57,40.36,14.31,30.13
883,Barolo 2016,4.0,620,25.49,Italy / Northern Italy / Piemonte / Barolo,Neirano,Italian Barolo,14.0,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",63.2,78.31,0.78,85.0
884,Arneis Roero 2021,4.0,533,26.99,Italy / Northern Italy / Piemonte / Roero,Vietti,Northern Italy White,13.5,100 Arneis,"['Pasta', 'Shellfish', 'Mature and hard cheese', 'Lean fish', 'Cured Meat']",60.79,46.29526972,21.77,53.93
886,Costera Cannonau di Sardegna 2018,3.9,1388,17.99,Italy / Southern Italy / Sardegna / Cannonau di Sardegna,Argiolas,Sardinian Cannonau,14.0,100 Cannonau,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.98,40.55,8.6,44.21
887,Pecorino Terre di Chieti 2019,4.1,359,21.99,Italy / Central Italy / Abruzzo / Terre di Chieti,Tombacco,Central Italy White,13.0,Pecorino,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",43.33,46.29526972,9.05,53.555
889,Barbaresco 2019,3.9,57,37.0,Italy / Northern Italy / Piemonte / Barbaresco,La Ca' Növa,Italian Barbaresco,14.5,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",62.59,73.93,1.69,85.0
890,Rincrocca Castelli di Jesi Verdicchio Riserva Classico 2018,3.9,86,36.0,Italy / Central Italy / Marche / Verdicchio dei Castelli di Jesi / Verdicchio dei Castelli di Jesi Riserva,La Staffa,Central Italy White,13.0,Verdicchio,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Cured Meat']",49.18,46.29526972,20.46,63.67
891,Barolo 2014,3.8,102,56.95,Italy / Northern Italy / Piemonte / Barolo,Azelia,Italian Barolo,14.0,100 Nebbiolo,"['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",62.76,79.28,2.88,84.56
